id;mainLocale;categoryName;Classifications-it;Classifications-de;Classifications-en;name;stars;Address-it;Address-de;Address-en;urlPage;email;phone;phone 2;fax;pictureUrl;ShortDescription-it;ShortDescription-de;ShortDescription-en;pictureWidth;pictureHeight;latitude;longitude;status;lastModificationDate
dormire.4010;it;dormire;Hotel;Hotel;Hotel;Sartori's;4;Via Nazionale 33, Lavis 38015 - Trento;Via Nazionale 33, Lavis 38015 Trient;Via Nazionale 33, Lavis 38015 - Trento;http://www.sartorishotel.com;info@sartorishotel.com;0461 246563;;0461 240161;sartori.jpg;Grazie alla posizione strategica vicino al quartiere commerciale e contemporaneamente a molteplici attrattive turistiche, Sartori's Hotel è il giusto luogo per viaggi di lavoro e al tempo stesso anche per viaggi di piacere. La struttura, così come il territorio, è perfettamente in grado di soddisfare anche gli ospiti più esigenti.;"Aufgrund seiner strategischen Position ist das in der Nähe des Shopping-Viertels und zahlreichen Sehenswürdigkeiten gelegene Hotel Sartori's die perfekte Unterkunft für berufliche Reisende und Touristen. Hotel und Umfeld erfüllen die Anforderungen anspruchsvollster Gäste ─ denn hier im Sartori's ist ""das Beste"" nur der Anfang.";"Thanks to its strategic position near the commercial area and also near many tourist attractions, Sartori's Hotel is the right place for business and pleasure travellers alike. The hotel, like the surrounding region, can satisfy even the most demanding guests because here at Sartori's the ""best"" is only a start.";0;325;46.142125;11.103569;0;28/05/2014 14:00 AM +0100
dormire.4011;it;dormire;Hotel;Hotel;Hotel;Albermonaco;3;Via Torre d'Augusto 25, 38122 Trento;Via Torre d'Augusto 25, 38122 Trient;Via Torre d'Augusto 25, 38122 Trento;http://www.albermonaco.com;info@albermonaco.com;0461 983060;;0461 983681;albermonaco.jpg;"A due passi dal centro, offre stanze dotate di ogni comfort e un centro fitness. A disposizione inoltre sale di diverse dimensioni per organizzare convegni e riunioni. Il ristorante ""La Predara"" completa l'offerta. L'albergo dispone di garage gratuito per gli ospiti.";"Nur wenige Schritte vom Zentrum entfernt, bietet dieses Hotel mit jedem Komfort ausgestattete Zimmer und ein Fitnesscenter. Zur Verfügung der Gäste stehen außerdem unterschiedlich große Kongress- und Versammlungssäle. Das Restaurant ""La Predara"" vervollständigt das Angebot. Das Hotel bietet seinen Gästen kostenlose Garagenplätze.";"A short walk from the town centre, it offers fully-equipped rooms and a fitness centre. Rooms of varying sizes are available for meetings and conferences. The ""La Predara"" restaurant completes the hotel's offer. The Hotel also has a free indoor car park for its guests.";0;213;46.07335;11.126658;1;28/05/2014 14:00 AM +0100
dormire.4012;it;dormire;Hotel;Hotel;Hotel;Montana ;3;Strada di Vason 70, Vason 38123 - Trento;Strada di Vason 70, Vason 38123, Trient;Strada di Vason 70, Vason 38123 - Trento;http://www.hotelmontana.it;info@hotelmontana.it;0461 948200;;0461 948177;montana.jpg;L'Hotel Montana, ubicato in posizione soleggiata di fronte alle Dolomiti di Brenta, è condotto con tradizionale ospitalità dai proprietari. I servizi e la tranquillità del luogo lo rendono ideale per famiglie con bambini, per i quali vi sono spazi dedicati, menù speciali, parco giochi e miniclub assistito. Ristorazione anche senza glutine. Animali domestici benvenuti. Ristrutturato nel corso del 2008, dispone di garage coperto, piscina con idromassaggio, centro wellness, beauty center, campo sportivo, terrazza solarium e ampio giardino. Nei mesi di luglio e agosto ricco programma di attività d'animazione ed escursioni guidate.;Das in sonniger Lage gegenüber der Brenta Dolomiten gelegene Hotel Montana wird von seinen Besitzern im Zeichen traditioneller Gastfreundschaft betrieben. Dank der gebotenen Serviceleistungen und Ruhe ist dies der ideale Ort für Familien mit Kinder, für die spezielle Bereiche, Menüs, ein Spielplatz und ein betreuter Miniclub vorgesehen sind. Im Restaurant werden auch glutenfreie Gerichte serviert. Haustiere sind willkommen. Das 2008 renovierte Hotel verfügt über: Garage, Hallenbad mit Hydromassage, Wellnesscenter, Beautycenter, Sportplatz, Sonnenterrasse und großen Garten. Im Juli und August werden den Gästen ein reichhaltiges Animationsprogramm und geführte Touren geboten.;Hotel Montana is set in a sunny position in front of the Brenta Dolomites and is managed with Trentino's traditional hospitality by the owners. Its services and the peacefulness of its surroundings make it ideal for families with children who will enjoy dedicated rooms, special menus, a playground and a kids' club with qualified staff. Gluten-free dishes are also available. Pets are welcome. Renovated in 2008, it has an indoor car park, swimming pool with whirlpool, wellness centre, beauty centre, sports field, solarium terrace anda large garden. In July and August, a rich program of activities and guided excursions is offered.;0;240;46.040695;11.058143;1;28/05/2014 14:00 AM +0100
dormire.4013;it;dormire;Hotel;Hotel;Hotel;Aerhotel;3;Via Lidorno 3, 38123 Trento ;Via Lidorno 3, 38123 Trient ;Via Lidorno 3, 38123 Trento ;http://www.aerhotel.it;aerhotel@aerhotel.it;0461 944999;;0461 944880;aerhotel.jpg;"Aerhotel posto a Trento Sud, accanto al Museo dell' Aeronautica G. Caproni, a 3' d'auto dal Centro Storico della Città ed a 4 km dal Casello di ""Trento Centro""  dell'Autostrada del Brennero A22. L'ospitalità offerta è caratterizzata da cortesia e professionalità, nella tranquillità e riservatezza. L'attiguo Ns. ristorante Barone Rosso opera all'insegna dei sapori naturali e della salute, con ampio utilizzo di prodotti tipici locali ed erbe aromatiche e spontanee dei monti del Trentino. E' iscritto al Club dei sapori dell' “Osteria Tipica Trentina"" . Chi pernotta o pranza presso di noi è omaggiato con l'entrata gratis al Museo dell'Aeronautica. Ampio parcheggio illuminato.";"Das in Trient Süd, neben dem Luftfahrtmuseum G. Caproni gelegene Aerhotel befindet sich in 3 Autominuten Entfernung von der Altstadt und 4 km von der Mautstelle Trento Centro der Brennerautobahn A22. Unsere Gäste werden mit professioneller, ruhiger und diskreter Gastfreundschaft empfangen. Im angrenzenden Restaurant Barone Rosso finden unsere Gäste eine natürliche, gesunde Küche, in der zahlreiche typische lokale Produkte und käufliche sowie Wildkräuter der Trentiner Bergwelt Verwendung finden. Das Hotel ist Mitglied des ""Club dei sapori"" (Geschmacksclub) der Gaststättenreihe ""Osteria tipica trentina"". Wer ein Mittagessen bei uns reserviert, erhält eine kostenlose Eintrittskarte in das Luftfahrtmuseum. Großer, beleuchteter Parkplatz.";"Aerhotel is found south of Trento, next to the G. Caproni Aviation Museum, a 3 minute car-drive from Trento town centre and 4 km from the Trento Centro exit of the A22 ""Autostrada del Brennero"" motorway. Guests will find a warm and professional hospitality in a peaceful and reserved setting. Our neighbouring Barone Rosso restaurant is dedicated to natural tastes and wholesome food. It uses mainly local produce and aromatic wild herbs from the mountains of Trentino. It is part of the ""Club dei Sapori dell'Osteria Tipica Trentina"" (the Trentino Typical Tavern Club of Taste). Guests who stay at the hotel or enjoy a meal at our restaurant will be given a free entry-ticket to the Aviation Museum. Large brightly-lit car park.";0;213;46.020509;11.12728;1;28/05/2014 14:00 AM +0100
dormire.4014;it;dormire;Hotel;Hotel;Hotel;Al Marinaio ;3;Via Marinai d'Italia 28, 38123 Trento;Via Marinai d'Italia 28, 38123 Trient;Via Marinai d'Italia 28, 38123 Trento;http://www.almarinaio.eu;info@almarinaio.eu;0461 933053;;0461 1728536;marinaio.jpg;"La nuovissima struttura moderna di interessante architettura dispone di 11 stanze doppie, 1 suite e 1 junior-suite arredate in stile minimalista. Concepita predominando la qualità del riposo; si è investito molto sulla struttura e sui materiali. Isolazioni elettromagnetiche (opuscolo Frizzera), materassi (Simons), vasca idromassaggio (Teuco). Stanze ampie + bagno + ampio balcone con vista panoramica della Valle dell'Adige. Sala colazioni panoramica. Posizione: Trento sud, via ragazzi del 99 vicino al palazzetto dello sport (Palatrento) fronte ciclabile del fiume Adige. Nelle immediate vicinanze dell'uscita A22 Trento sud d'imminente realizzazione, servita da parcheggi di attestamento e servizi di trasporto urbano per il centro città. Posto macchina coperto garage incluso nel prezzo. ";Das brandneue, moderne und architektonisch interessante Hotel verfügt über 11 Doppelzimmer, eine Suite und eine Junior-Suite im minimalistischen Stil. Ein hoher Ruhekomfort ist oberstes Gebot in diesem Haus, weswegen viel in die Gebäudestruktur und die verwendeten Materialien investiert wurde. Elektromagnetische Isolierungen (Broschüre Frizzera), Matratzen (Simons), Hydromassage (Teuco). Großzügige Zimmer (18-22 m²) + Bad (5 m²) + große Balkons (16 m²) bieten einen bezaubernden Panoramablick auf das Etschtal. Frühstücksraum mit schöner Aussicht. Lage: Trient Süd, Via Ragazzi del 99, in der Nähe vom Sportzentrum (Palatrento) und gegenüber dem Fahrradweg entlang der Etsch. Das neue Hotelgebäude steht ganz in der Nähe der brandneuen A22-Autobahnausfahrt Trento Sud, die über  eine Park-and-Ride-Anlage verfügt. An das städtische Transportnetz angeschlossen. Garagenstellplatz im Preis inbegriffen. ;The brand new building with its interesting design has 11 double rooms, 1 suite and 1 junior suite furnished with a minimalist style. Conceived with a view to creating a quality sleeping experience, much was invested in design and materials. Electromagnetic wave insulation (Frizzera brochure), mattresses (Simons), whirlpool bath (Teuco). Large rooms (18-23 m2) + bathroom (5 m2) + large balcony (16 m2) with panoramic view over Valle dell'Adige. Panoramic breakfast room. Position: Trento Sud, Via Ragazzi del 99, near the sports hall (Palatrento) and the cycle path on the River Adige. Very close to the new Trento Sud exit of the A22 motorway, served by a large park-and-ride car park and by city buses to the town centre. Indoor car park included in the rate. ;0;213;46.035154;11.1261;1;28/05/2014 14:00 AM +0100
dormire.4015;it;dormire;Hotel;Hotel;Hotel;America;3;Via Torre Verde 50, 38122 Trento;Via Torre Verde 50, 38122 Trient;Via Torre Verde 50, 38122 Trento;http://www.hotelamerica.it;info@hotelamerica.it;0461 983010;;0461 230603;america_hotel.jpg;Nel centro storico di Trento, a pochi passi dalla stazione e dal Castello del Buonconsiglio, gestito dal 1923 dalla famiglia Giovannini con professionalità e cortesia. Le stanze sono molto accoglienti, curate nella decorazione, dotate di tv color, minibar, aria condizionata, servizio Internet/wireless. I bagni sono dotati di vasca o doccia, diversi hanno la doccia idromassaggio. Il ristorante propone una cucina di qualità con piatti tipici trentini, buffet di verdure, dolci e pane preparati giornalmente dallo chef Giuliano Gennari. Il ristorante prevede menù per celiaci. E' provvisto di sale per riunioni e pranzi di lavoro. E' dotato di ascensore, bar, piccolo parcheggio, convenzione con parcheggio multipiano nelle vicinanze. Sono graditi gli animali.;"In der Altstadt von Trient liegt nur wenige Schritte vom Bahnhof und dem Schloss Buonconsiglio entfernt dieses seit 1923 mit Professionalität und Gastfreundschaft von der Familie Giovannini betriebene Hotel. Die gemütlichen und sorgfältig ausgestatteten Zimmer sind mit Farbfernseher, Minibar, Klimaanlage und Wireless- Internetanschluss ausgestattet.  Die Bäder verfügen über eine Badewanne oder Dusche, einige haben eine Hydromassagedusche. Die Hotelküche bietet qualitativ hochwertige, typische Trentiner Gerichte, ein Gemüsebuffet sowie täglich vom Küchenchef Giuliano Gennari zubereitete Süßspeise und Brot. Auch glutenfreie Gerichte stehen auf der Karte. Zur Verfügung der Gäste stehen Säle für Meetings und Arbeitsessen. Zum Angebot des Hotels gehören zudem ein Aufzug, eine Bar, ein kleiner Parkplatz; Möglichkeit zum Parken in einem in der Nähe gelegenen, mit dem Hotel vertraglich gebundenen mehrstöckigen Parkhaus .  Haustiere sind willkommen.";;1;480;46.071161;11.124061;1;28/05/2014 14:00 AM +0100
dormire.4016;it;dormire;Hotel;Hotel;Hotel;Candriai Alla Posta;3;Strada di Candriai 29, Candriai 38122 - Trento ;Strada di Candriai 29, Candriai 38122, Trient ;Strada di Candriai 29, Candriai 38122 - Trento ;http://www.hotelcandriai.it;info@hotelcandriai.it;0461 947207;;0461 939214;candriai.jpg;Ristrutturato a nuovo nel 2008, il Residence Hotel Candriai alla Posta offre ai suoi ospiti un ambiente sereno ed accogliente negli appartamenti spaziosi e dotati di ogni più moderno comfort, realizzati con criteri ecologici e di risparmio energetico. Nelle immediate vicinanze della città di Trento, sulle pendici del Monte Bondone, situato in posizione tranquilla. Circondato dal verde, particolarmente adatto alle vacanze delle famiglie e dei bambini e l'ideale per chi cerca il relax e l'armonia con la natura. A disposizione degli ospiti un'ampia sala ristorante ed una nuova pizzeria in cui gustare squisite pizze cotte nel forno a legna oltre ai piatti tipici della gastronomia trentina preparati con cura casalinga. La gestione familiare garantisce un'accoglienza ed un servizio all'insegna della cortesia e dell'ospitalità. ;Das 2008 neu renovierte Appartementhotel Candriai alla Posta bietet seinen Gästen von heiterer und gemütlicher Atmosphäre geprägte geräumige Appartements, die mit jedem modernen Komfort ausgestattet sind und auf der Grundlage umweltverträglicher und Energiesparkriterien gebaut wurden. Die Anlage befindet sich in unmittelbarer Nähe der Stadt Trient auf den Hängen des Monte Bondone, in ruhiger Lage. Das mitten im Grünen gelegene Hotel eignet sich insbesondere für den Familienurlaub mit Kindern und für alle, die die Entspannung und Harmonie der Natur lieben. Zur Verfügung der Gäste steht ein großer Speisesaal und eine neue Pizzeria, in der hervorragende, im Holzofen gebackene Pizzen sowie typische, nach Hausfrauenart hergestellte Trentiner Gerichte serviert werden. Die Familienleitung garantiert Gastfreundlichkeit und einen rundum zufriedenstellenden Service. ;Fully renovated in 2008, the Residence Hotel Candriai alla Posta offers its guests a serene and welcoming atmosphere in spacious apartments equipped with the most modern conveniences and refurbished according to environmentally friendly and energy-saving standards. Very close to the town of Trento, on the slopes of Monte Bondone, the hotel enjoys pleasant and quiet surroundings. Set in a lush green environment, the hotel is particularly suited to families with children and ideal for anyone seeking to wind down and experience nature first-hand. Guests can enjoy a large restaurant room and a new pizzeria serving delicious wood-oven pizzas as well as lovingly prepared home-made local specialities. The family-run hotel is a guarantee of a warm and friendly service and hospitality. ;0;0;46.065117;11.083807;1;28/05/2014 14:00 AM +0100
dormire.4017;it;dormire;Hotel;Hotel;Hotel;Capitol;3;Via Soprasasso 32, 38121 Gardolo - Trento;Via Soprasasso 32, 38121 Gardolo, Trient;Via Soprasasso 32, 38121 Gardolo - Trento;http://www.hotelcapitol.tn.it;info@hotelcapitol.tn.it;0461 993232;;0461 994424;capitol.jpg;Adatto ad ogni tipologia di turismo, offre stanze ed appartamenti con aria condizionata, TV satellitare, radio, frigobar, ristorante per 200 persone. Dispone di ampio parcheggio privato. ;Dieses alle Arten von Touristen ansprechende Hotel bietet Zimmer und Appartements mit Klimaanlage, Sat-TV, Radio, Minibar und ein 200 Personen fassendes Restaurant. Großflächiger Privatparkplatz. ;Suited to all types of tourism, the hotel offers rooms and apartments with air-conditioning, satellite TV, radio, mini bar and a restaurant seating 200 people. It has a large private car park. ;0;240;46.106089;11.108655;1;28/05/2014 14:00 AM +0100
dormire.4018;it;dormire;Hotel;Hotel;Hotel;Casa Vigolana ;3;Via 3 Novembre 35, 38049 Vigolo Vattaro - Trento ;Via 3 Novembre 35, 38049 Vigolo Vattaro, Trient ;Via 3 Novembre 35, 38049 Vigolo Vattaro - Trento ;http://www.casavigolana.it;info@casavigolana.it;0461 848602 ;340 4841737;0461 845957;casa_vigolana.jpg;Sull'Altopiano della Vigolana, al centro del Trentino, troverete un luogo di semplice eleganza, luminoso e piacevole come un raggio di sole. Di recente realizzazione il Garnì Casa Vigolana stato costruito seguendo un'architettura che vuole degli spazi dove sentirsi bene, spazi luminosi, ampi, piacevoli e in perfetta sintonia con la natura. Legno chiaro, colori tenui e tanto vetro per illuminare ogni spazio e garantire la vista sulla natura rigogliosa dell'altopiano e spingere lo sguardo fino ad accarezzare i massicci delle Dolomiti di Brenta. Vi trovate infatti su un palcoscenico naturale da cui si gode della vista impagabile sulle vallate sottostanti e sul lago di Caldonazzo e che ad ogni stagione riserva una diversa emozione. ;Im Herzen des Trentino, auf der Vigolana-Hochebene finden Sie einen von einfacher Eleganz geprägten Ort, der lichtdurchflutete und angenehm wie ein Sonnenstrahl wirkt. Beim Bau dieses neuen Hotels Garni Casa Vigolana wurde auf Wohlfühlarchitektur mit großen, lichtdurchfluteten, angenehmen, mit der Natur in Einklang stehenden Räumen gesetzt. Helles Holz, zarte Farben und viel Licht hereinlassendes Glas, das den Panoramablick auf die üppige Natur der Hochebene bis hin zu den Massiven der Brenta Dolomiten freigibt. Hier findet sich der Gast auf einer natürlichen Bühne, von der aus er einen unbezahlbaren Ausblick auf die darunter liegenden Täler und den Caldonazzo-See genießen kann ─ eine Bühne, die in jeder Jahreszeit neue Emotionen schenkt. ;On the Altopiano della Vigolana, in the heart of Trentino, you will find a simple yet elegant place - bright and pleasant like a ray of sunshine. Garni Casa Vigolana has been recently built according to an architectural design seeking to create spaces where one can feel at ease: bright, large and pleasant interiors that fit in perfectly with the surrounding landscape. Pale wood, delicate colours and plenty of large windows to illuminate all the interiors while guaranteeing a view over the lush surrounding plateau and beyond, to the Brenta Dolomites massif. You will in fact find yourself on a natural stage from which you can enjoy a matchless view on the valleys below and on Lake Caldonazzo. A view that will spark a different emotion for every season. ;0;213;46.0027;11.199657;0;28/05/2014 14:00 AM +0100
dormire.4019;it;dormire;Hotel;Hotel;Hotel;Chalet Caminetto;3;Strada di Vason 39, Vason 38123 - Trento;Strada di Vason 39, Vason 38123, Trient;Strada di Vason 39, Vason 38123 - Trento;http://www.chaletcaminetto.it;info@chaletcaminetto.it;0461 948200;;0461 948177;caminetto.jpg;Inaugurato nel 2006 lo Chalet Caminetto si trova a 1650m sul Monte Bondone ed e' affacciato su uno splendido panorama dolomitico. Offre un ambiente caldo e accogliente, arredato in tipico stile alpino e dotato di ogni più moderno comfort. La gestione familiare cura ogni dettaglio, con particolare attenzione alla cucina che propone servizio al tavolo accompagnato da ricchi buffet di insalate e pasticceria. Il programma settimanale di attività propone per gli ospiti escursioni, pranzi all'aperto, visite guidate alla città di Trento e alle cantine vinicole, cene a tema e serate musicali. L'equipe del Beauty Center invita a lasciarsi coccolare con trattamenti personalizzati, cure estetiche e massaggi rilassanti. L'oasi benessere dispone di piscina con idromassaggio ed effervescenza, sauna finlandese, bagno turco con cromoterapia, docce tropicali e zona relax con angolo tisane.;Das 2006 eingeweihte Chalet Caminetto liegt in 1650 m Höhe auf dem Monte Bondone mit Blick auf das traumhafte Panorama der Dolomiten. Die im typischen alpinen Stil eingerichteten Räume bieten jeden Komfort und eine warme, gemütliche Atmosphäre. Die Familienleitung achtet auf jedes Detail. Ein besonderes Augenmerk gilt der Küche. Im Restaurant wird am Tisch serviert und es gibt reichhaltige Salat- und Kuchenbuffets. Das wöchentliche Angebot an Aktivitäten beinhaltet Exkursionen, Mittagessen im Freien, geführte Besichtigungen von Trient und den umliegenden Weinkellern, themenbezogene Abendessen und Musikabende. Das Team des Beauty-Centers lädt Sie dazu ein, sich mit personalisierten Anwendungen, Schönheitsbehandlungen und Entspannungsmassagen verwöhnen zu lassen. Die Wellnessoase verfügt über ein Schwimmbad mit Hydromassage, Sprudelmassage, eine finnländische Sauna, ein Dampfbad mit Chromotherapie, eine tropikalische Dusche und einen Entspannungsbereich mit Teeecke.;Opened in 2006, Chalet Caminetto is at 1650 m on Monte Bondone and enjoys a splendid view over the Dolomites. It offers a warm and welcoming atmosphere, furnished in typical Alpine style and equipped with all modern conveniences. The family-run hotel is managed meticulously, just like the restaurant where guests will enjoy table-service and rich salad and dessert buffets. The weekly activities programme includes excursions, picnics, guided tours to Trento and to local wineries, themed dinners and musical evenings. The Beauty centre staff will pamper you with personalised treatments, beauty treatments and relaxing massages. The wellness oasis has a swimming pool with whirlpool and effervescent bath, Finnish sauna, steam bath with colour therapy, tropical showers and a relaxation area with herbal tea corner.;0;213;46.038446;11.055461;1;28/05/2014 14:00 AM +0100
dormire.4020;it;dormire;Hotel;Hotel;Hotel;Villaggio Cielo Aperto ;3;Loc. Vason 38123 - Trento ;Loc. Vason 38123, Trient ;Loc. Vason 38123 - Trento ;http://www.residencecieloaperto.it/;cieloaperto@geturhotels.com;0461 948099;;0461 948142;cielo_aperto.jpg;Affacciato sulle piste da sci e situato a 1650 mt. di quota, il Residence Cielo Aperto gode di una splendida vista sui monti del gruppo del Brenta. Si compone di quattro corpi adibiti ad alloggi e di un quinto cui appartengono ricevimento, piscina coperta, sauna, terrazzo solarium, sala giochi. ;Das auf die in 1650 m Höhe an den Skipisten liegende Residence Cielo Aperto gewährleistet einen traumhaften Blick auf die Gipfel der Brenta-Gruppe. Die Anlage besteht aus vier Baukörpern mit Zimmern und einem fünften Gebäude, das die Rezeption, ein Hallenbad, eine Sauna, eine Sonnenterrasse und ein Spielzimmer umfasst. ;Overlooking the ski slopes at 1650 m altitude, the Residence Cielo Aperto enjoys a splendid view over the Brenta mountain range. It consists of four buildings housing the accommodation facilities and a fifth building where the reception, indoor swimming pool, sauna, solarium and games room are found. ;0;0;46.037746;11.055989;1;27/05/2014 14:00 AM +0100
dormire.4021;it;dormire;Hotel;Hotel;Hotel;Dolomiti Chalet Family Hotel ;3;Strada di Vason 88, Monte Bondone 38070 - Trento;Strada di Vason 88, Monte Bondone 38070, Trient;Strada di Vason 88, Monte Bondone 38070 - Trento;http://www.dolomitichalet.it;info@dolomitichalet.it;0461 947158;;0461 948204;Dolomiti_Chalet.jpg;"Lo stile moderno ed essenziale ben si inserisce nell'ambiente del Monte Bondone, caratterizzato, come spesso accade in Trentino, da modernità dell'approccio al turismo e senso della tradizione. Qui nel centro della frazione di Vason a solo 20 km da Trento, il Dolomiti Chalet Family Hotel vi accoglierà con la sua elegante sala ristorante e le sue 57 modernissime stanze, tutte dotate di telefono, TV, asciugacapelli e frigobar. La sala colazione ed il bar con vista sulle cime del Bondone completano la struttura. Il trattamento prevede sia B&B, mezza pensione che pensione completa. Tutte le bevande analcoliche sono comprese ai pasti. Ma sono i servizi sportivi ad essere il punto di forza di questa struttura. Infatti la località, collocata in un affascinante paesaggio alpino, ideale per trekking, passeggiate guidate lungo itinerari di interesse paesaggistico e culturale, comprensive di percorsi didattici, passeggiate a cavallo, tanti sentieri per Mountain Bike. Durante tutto il giorno, anche per i bambini non mancano gli svaghi con animazione in hotel ed escursioni guidate. Ai piccoli ospiti infatti è dedicato, ad orari prestabiliti, un servizio di miniclub. A completare l'offerta, a periodi prestabiliti, piano bar serale una volta a settimana. Su richiesta sono disponibili: Mountain Bike, bevanda energetica a colazione, lavaggio attrezzatura sportiva, piccola officina per riparazioni, itinerari e consigli sui sentieri. Per i bambini spazio biberoneria per la preparazione delle pappe al ristorante, seggiolone, posate e piatti ""baby"" , sponde anticaduta per lettini, scalda biberon, vaschette per il bagnetto, fasciatoio, lucetta di cortesia notturna, copri prese. ";Der moderne und essentielle Stil fügt sich harmonisch in das Ambiente des Monte Bondone ein und ist von dem im Trentino häufig zu findenden Zusammenspiel von moderner Tourismusvision und Taditionsanhänglichkeit charakterisiert. Hier im Zentrum des Ortsteils Vason liegt in nur 20 km Entfernung von Trient das Dolomiti Chalet Family Hotel, das seine Gäste mit einem eleganten Speisesaal und 57 hoch modernen Zimmern mit Telefon, TV, Haartrockner und Minibar empfängt. Der Frühstückssaal und die Bar mit Blick auf die Gipfel des Bondone ergänzen die Anlage. Gäste können unter B&B, Halb- und Vollpension wählen. Alle zu den Mahlzeiten servierten alkoholfreien Getränke sind im Preis inbegriffen. Eine besondere Stärke des Hotels sind die Sportmöglichkeiten. Der Standort in phantastischer alpiner Lage ist ideal für Trekkingtouren, geführte Spaziergänge entlang landschaftlich und kulturell interessanter Wege, didaktische Touren, Ausritte oder Mountain-Bike-Touren auf den zahlreichen Radwegen. Tagsüber gibt es auch jede Menge Angebote für Kinder, die die Animation im Hotel und geführte Touren vorsehen. Den kleinen Gästen ist zu festgelegten Uhrzeiten ein Miniclubservice vorbehalten. Vervollständigt wird das Angebot durch in festgelegten Zeiträumen stattfindende wöchentliche Pianobar-Abende. Auf Anfrage stehen zur Verfügung der Gäste: Mountain Bike, Energiedrink zum Frühstück, Waschen der Sportausrüstung, kleine Reparaturwerkstatt, Empfehlungen zu Routen und Wanderwegen. Für Kinder gibt es: Fläschchenecke im Restaurant zur Zubereitung der Breie, Hochstuhl, Kinderbesteck und -teller, Bettschutzgitter, Fläschchenwärmer, Badewannen, Wickeltische, Nachtlicht, Steckdosenschutz. ;The modern and simple style of this chalet fits perfectly inthe setting of the Monte Bondone area. In fact, as is often the case in Trentino, here you will find modern tourist facilities where traditions are still respected. Here, in the centre of the hamlet of Vason, only 20 km from Trento, the Dolomiti Chalet Family Hotel will welcome you with its elegant restaurant and 57 modern rooms equipped with telephone, TV, hairdryer and mini bar. A breakfast room and bar overlooking the Bondone peaks are also present. Rates include B&B, half-board and full-board options. All non-alcoholic drinks are included with the meals. But the hotel's greatest appeal is surely represented by the sports facilities available. In fact, the area, set in a fascinating alpine landscape, is ideal for trekking excursions, guided walks on cultural and natural itineraries, including educational paths, horse riding and countless mountain bike trails. Children will also find plenty of activities to carry out throughout the day, including entertainment at the hotel and guided excursions. In fact, our younger guests have a dedicated Kids' club service to enjoy at scheduled times. To complete the offer, in certain periods of the year there is a weekly piano bar evening. The following are available on demand: mountain bikes, energy drink at breakfast, cleaning service for sports equipment, small repair workshop, itineraries and advice on local trails. Our youngest guests are also catered for: the restaurant is equipped with a special corner for preparing baby food, high chairs, baby crockery and plates, bed safety rails, bottle warmers, baby bathtubs, changing tables, courtesy night-light, safety socket-covers. ;0;208;46.040531;11.058113;1;28/05/2014 14:00 AM +0100
dormire.4022;it;dormire;Hotel;Hotel;Hotel;Everest ;3;Corso Alpini 16, 38121 Trento ;Corso Alpini 16, 38121 Trient ;Corso Alpini 16, 38121 Trento ;http://www.hoteleverest.it;info@hoteleverest.it;0461 825300;;0461 824527;everest_hotel.jpg;Trento, città del Concilio, cuore delle Dolomiti! L'Hotel Everest, a conduzione tradizionalmente familiare, si offre come punto di riferimento per un piacevole soggiorno all'insegna del comfort e professionalità. Dalle nuovissime stanze dotate di telefono, aria condizionata, Tv satellitare, collegamento ad internet, PayTv, e linea ISDN, alla sala ristorante in cui vengono serviti piatti di cucina tradizionale ed internazionale, alle nuove postazioni Hi Port, l'hotel si presenta in un'atmosfera rilassante e tranquilla, a pochi passi dallo splendido centro storico della Città del Concilio. ;Trient, die Stadt des Konzils, Herz der Dolomiten! Das traditionell familiengeführte Hotel Everest ist der ideale Bezugspunkt für einen angenehmen Aufenthalt im Zeichen von Komfort und Professionalität. Angefangen von den brandneuen Zimmern mit Telefon, Klimaanlage, Sat-TV, Internetanschluss, Pay TV und ISDN-Leitung über den Speisesaal, in dem traditionelle und internationale Gerichte serviert werden, bis hin zu den neuen Hi-Port-Stationen ist die Atmosphäre des nur wenige Schritte vom historischen Zentrum der Konzilstadt entfernten Hotels entspannend und ruhig. ;Trento, city of the Council, heart of the Dolomites! Hotel Everest is a traditionally family-run hotel that can be taken as the ideal base for a pleasant holiday marked by the comfort and professional hospitality offered. From the brand new rooms equipped with telephone, air-conditioning, satellite TV, internet connection, PayTV and ISDN phone-line, to the restaurant where local specialities are served as well as international dishes, to the new Hi Port stations - the hotel offers a relaxing and quiet atmosphere only a short walk from the splendid historical centre of Trento, the city of the Council. ;0;213;46.07853;11.118397;1;28/05/2014 14:00 AM +0100
